BIN,Complaint,Feedback,ChargebackFlag,Complaint_Encoded
665942,No Issue,"Great experience, very satisfied!",0,4
405402,No Issue,"Great experience, very satisfied!",0,4
509498,Customer Support Issue,Support team was responsive and helpful.,0,1
811108,No Issue,Customer support was helpful in resolving my concern.,0,4
407212,Billing Issue,"Billing discrepancy, support is not helping!",0,0
441979,Late Refund,Finally got my refund after multiple calls.,0,3
640932,Service Quality,"Very satisfied with the service, will recommend!",0,5
594032,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
383953,Late Refund,Finally got my refund after multiple calls.,0,3
812538,No Issue,Customer support was helpful in resolving my concern.,0,4
594355,Late Refund,"Refund process is very slow, not happy!",0,3
592564,No Issue,"No issues, smooth transactions every time.",0,4
396313,Late Refund,Still waiting for my refund after 2 weeks!,0,3
127809,No Issue,"Happy with the service, would recommend.",0,4
392159,Service Quality,I'm disappointed with the overall experience!,0,5
587972,No Issue,"Great experience, very satisfied!",0,4
446059,Billing Issue,"Incorrect amount charged, need a refund!",0,0
394162,Billing Issue,"Incorrect amount charged, need a refund!",0,0
366428,No Issue,"Great experience, very satisfied!",0,4
420005,Late Refund,Still waiting for my refund after 2 weeks!,0,3
438316,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
577988,Customer Support Issue,Support team was responsive and helpful.,0,1
817037,Billing Issue,"Incorrect amount charged, need a refund!",0,0
392434,Service Quality,The service was too slow and unprofessional!,0,5
520830,Billing Issue,"Incorrect amount charged, need a refund!",0,0
398896,Billing Issue,"Incorrect amount charged, need a refund!",0,0
775704,Customer Support Issue,Customer service was rude and unhelpful!,0,1
520541,No Issue,"Everything went smoothly, highly recommended.",0,4
399290,Late Refund,Still waiting for my refund after 2 weeks!,0,3
405038,No Issue,"Happy with the service, would recommend.",0,4
588329,Customer Support Issue,Support team was responsive and helpful.,0,1
590147,Customer Support Issue,Customer service was rude and unhelpful!,0,1
461820,Customer Support Issue,Support team was responsive and helpful.,0,1
346095,Billing Issue,"Incorrect amount charged, need a refund!",0,0
334745,Billing Issue,"Billing discrepancy, support is not helping!",0,0
589775,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
599834,Customer Support Issue,Customer service was rude and unhelpful!,0,1
642208,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
658962,Customer Support Issue,Customer service was rude and unhelpful!,0,1
508700,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
425257,Service Quality,Quality of service was not up to the mark!,0,5
381398,Late Refund,"Refund process is very slow, not happy!",0,3
390304,Service Quality,The service was too slow and unprofessional!,0,5
369670,Service Quality,"Very satisfied with the service, will recommend!",0,5
112728,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
363604,Late Refund,Finally got my refund after multiple calls.,0,3
366801,Late Refund,Finally got my refund after multiple calls.,0,3
100553,Service Quality,The service was too slow and unprofessional!,0,5
536900,No Issue,"No issues, smooth transactions every time.",0,4
441495,No Issue,"Everything went smoothly, highly recommended.",0,4
367285,Service Quality,Service was excellent and very professional.,0,5
515286,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
472099,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
443409,Customer Support Issue,Customer service was rude and unhelpful!,0,1
411330,Late Refund,Still waiting for my refund after 2 weeks!,0,3
395419,Billing Issue,"Incorrect amount charged, need a refund!",0,0
435258,Customer Support Issue,Support team was responsive and helpful.,0,1
511330,Service Quality,Service was excellent and very professional.,0,5
588581,No Issue,Customer support was helpful in resolving my concern.,0,4
181314,Late Refund,"Refund process is very slow, not happy!",0,3
955895,Service Quality,Service was excellent and very professional.,0,5
378421,Service Quality,Quality of service was not up to the mark!,0,5
552253,No Issue,"Everything went smoothly, highly recommended.",0,4
459101,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
346188,Service Quality,Quality of service was not up to the mark!,0,5
365895,No Issue,"No issues, smooth transactions every time.",0,4
354832,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
374122,Late Refund,Finally got my refund after multiple calls.,0,3
349913,Late Refund,"Refund process is very slow, not happy!",0,3
378476,Late Refund,"Refund process is very slow, not happy!",0,3
375274,No Issue,"Great experience, very satisfied!",0,4
644707,Customer Support Issue,Customer service was rude and unhelpful!,0,1
627668,Customer Support Issue,Support team was responsive and helpful.,0,1
522287,No Issue,Customer support was helpful in resolving my concern.,0,4
495682,Customer Support Issue,Customer service was rude and unhelpful!,0,1
489239,Service Quality,"Very satisfied with the service, will recommend!",0,5
641927,Late Refund,Finally got my refund after multiple calls.,0,3
652556,Late Refund,Still waiting for my refund after 2 weeks!,0,3
813477,Service Quality,"Very satisfied with the service, will recommend!",0,5
819337,Customer Support Issue,Customer service was rude and unhelpful!,0,1
816720,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
542356,No Issue,"Everything went smoothly, highly recommended.",0,4
343561,Customer Support Issue,Customer service was rude and unhelpful!,0,1
628117,Customer Support Issue,Support team was responsive and helpful.,0,1
955837,Late Refund,"Refund process is very slow, not happy!",0,3
354807,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
390799,Late Refund,Finally got my refund after multiple calls.,0,3
472747,Service Quality,The service was too slow and unprofessional!,0,5
424688,Late Refund,Still waiting for my refund after 2 weeks!,0,3
499569,No Issue,"Great experience, very satisfied!",0,4
347044,Service Quality,The service was too slow and unprofessional!,0,5
372003,Customer Support Issue,Customer service was rude and unhelpful!,0,1
463760,No Issue,"Happy with the service, would recommend.",0,4
562372,Service Quality,"Very satisfied with the service, will recommend!",0,5
473275,Late Refund,Finally got my refund after multiple calls.,0,3
487191,Late Refund,Finally got my refund after multiple calls.,0,3
384037,No Issue,"Happy with the service, would recommend.",0,4
353875,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
503333,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
393602,Late Refund,"Refund process is very slow, not happy!",0,3
654144,Service Quality,Service was excellent and very professional.,0,5
412954,Service Quality,Service was excellent and very professional.,0,5
457819,No Issue,Customer support was helpful in resolving my concern.,0,4
547005,No Issue,"Happy with the service, would recommend.",0,4
659710,No Issue,Customer support was helpful in resolving my concern.,0,4
815742,Late Refund,Finally got my refund after multiple calls.,0,3
155602,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
525279,Service Quality,Quality of service was not up to the mark!,0,5
541527,No Issue,"Everything went smoothly, highly recommended.",0,4
403250,Service Quality,Quality of service was not up to the mark!,0,5
345007,No Issue,"No issues, smooth transactions every time.",0,4
103490,Customer Support Issue,Customer service was rude and unhelpful!,0,1
500815,No Issue,"No issues, smooth transactions every time.",0,4
596908,No Issue,"Great experience, very satisfied!",0,4
593447,Late Refund,Finally got my refund after multiple calls.,0,3
728126,Late Refund,Still waiting for my refund after 2 weeks!,0,3
735010,Customer Support Issue,Customer service was rude and unhelpful!,0,1
581244,No Issue,"Great experience, very satisfied!",0,4
424829,Billing Issue,"Billing discrepancy, support is not helping!",0,0
811904,No Issue,"Happy with the service, would recommend.",0,4
497984,Service Quality,The service was too slow and unprofessional!,0,5
567282,Service Quality,Quality of service was not up to the mark!,0,5
540697,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
362585,Service Quality,Quality of service was not up to the mark!,0,5
578109,Service Quality,The service was too slow and unprofessional!,0,5
421175,Service Quality,The service was too slow and unprofessional!,0,5
445167,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
625627,Billing Issue,"Billing discrepancy, support is not helping!",0,0
576283,Late Refund,Still waiting for my refund after 2 weeks!,0,3
408034,No Issue,"No issues, smooth transactions every time.",0,4
553542,Service Quality,I'm disappointed with the overall experience!,0,5
127598,No Issue,"No issues, smooth transactions every time.",0,4
429498,Billing Issue,"Incorrect amount charged, need a refund!",0,0
220014,No Issue,"Happy with the service, would recommend.",0,4
433758,Billing Issue,"Incorrect amount charged, need a refund!",0,0
341044,Customer Support Issue,Support team was responsive and helpful.,0,1
590032,Late Refund,Finally got my refund after multiple calls.,0,3
438067,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
816262,Customer Support Issue,Support team was responsive and helpful.,0,1
345271,Late Refund,Still waiting for my refund after 2 weeks!,0,3
362793,Late Refund,Finally got my refund after multiple calls.,0,3
403324,No Issue,"Happy with the service, would recommend.",0,4
624823,Billing Issue,"Billing discrepancy, support is not helping!",0,0
386216,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
300875,Late Refund,"Refund process is very slow, not happy!",0,3
401546,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
491275,Customer Support Issue,Customer service was rude and unhelpful!,0,1
395799,Late Refund,Finally got my refund after multiple calls.,0,3
811087,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
436206,Billing Issue,"Incorrect amount charged, need a refund!",0,0
608342,Late Refund,Finally got my refund after multiple calls.,0,3
371446,Service Quality,The service was too slow and unprofessional!,0,5
460323,Customer Support Issue,Support team was responsive and helpful.,0,1
388949,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
348537,Late Refund,"Refund process is very slow, not happy!",0,3
357470,Customer Support Issue,Customer service was rude and unhelpful!,0,1
562219,Service Quality,I'm disappointed with the overall experience!,0,5
